timestamp,time,device_id,utilization,chip_temp_c,board_temp_c,power_w,freq_mhz,freq_cap_mhz,mem_total_mib,mem_used_mib,mem_util_percent,pcie_rx_MBps,pcie_tx_MBps,pstate,power_limit_w,throttle_flag,throttle_cause,last_error_code,last_error_ts,fan_rpm,perf_per_watt,correctable_err_s,uncorrectable_err_s,device_uptime_s,device_reset_count,nv_throttle_reasons,nv_ecc_correctable_total,nv_ecc_ue_total,nv_mem_clock_mhz,nv_graphics_clock_mhz,threads,ctx_switch_rate,l3_cache_mib,io_util_percent,duty_cycle_percent,collect_ts,sample_interval_s,risk_score,interval,state,overhead_cpu,overhead_mem_mb,status,error
11:18:29.781,0.38,gpu0,0.0,48.0,,17.253,780.0,2100.0,4096,158,3.857421875,3.80859375,0.0,P0,35.0,False,,,,,0.0,,,1,,none,,,6000.0,780.0,,,,,0.0,1773371909,,0.0,2.0,固定频率,0.0,43.78125,ok,
11:18:31.784,2.39,gpu0,0.0,,,,,,,,,,,,,,,nvml sample failed: Unknown Error,1773371911,,,,,,,,,,,,,,,,,1773371911,,0.0,2.0,固定频率,0.0,43.8125,unavailable,nvml sample failed: Unknown Error
