timestamp,time,device_id,utilization,chip_temp_c,board_temp_c,power_w,freq_mhz,freq_cap_mhz,mem_total_mib,mem_used_mib,mem_util_percent,pcie_rx_MBps,pcie_tx_MBps,pstate,power_limit_w,throttle_flag,throttle_cause,last_error_code,last_error_ts,fan_rpm,perf_per_watt,correctable_err_s,uncorrectable_err_s,device_uptime_s,device_reset_count,nv_throttle_reasons,nv_ecc_correctable_total,nv_ecc_ue_total,nv_mem_clock_mhz,nv_graphics_clock_mhz,threads,ctx_switch_rate,l3_cache_mib,io_util_percent,duty_cycle_percent,collect_ts,sample_interval_s,risk_score,interval,state,overhead_cpu,overhead_mem_mb,status,error
11:18:35.242,0.01,npu0,0.0,,,,,,,,,,,,,,,npu-smi command not found,1773371915,,,,,,,,,,,,,,,,,1773371915,,0.0,2.0,固定频率,0.0,28.21875,unavailable,npu-smi command not found
11:18:37.250,2.01,npu0,0.0,,,,,,,,,,,,,,,npu-smi command not found,1773371917,,,,,,,,,,,,,,,,,1773371917,,0.0,2.0,固定频率,0.0,28.28515625,unavailable,npu-smi command not found
